image_id,class,width,height,x,y
bisturi179.txt,0,0.505078,0.409028,0.172656,0.440278
bisturi18.txt,0,0.609766,0.40625,0.361719,0.070833
bisturi180.txt,0,0.602734,0.434722,0.364844,0.072222
bisturi181.txt,0,0.604297,0.477778,0.352344,0.155556
bisturi182.txt,0,0.610156,0.49375,0.3125,0.273611
bisturi183.txt,0,0.621484,0.508333,0.257031,0.366667
bisturi184.txt,0,0.641406,0.524306,0.139062,0.454167
bisturi185.txt,0,0.692187,0.520833,0.164062,0.436111
bisturi186.txt,0,0.707422,0.504167,0.261719,0.341667
bisturi187.txt,0,0.600781,0.488194,0.0375,0.4875
bisturi188.txt,0,0.625781,0.480556,0.145313,0.45
bisturi189.txt,0,0.640625,0.467361,0.228125,0.384722
bisturi19.txt,0,0.596875,0.390972,0.320312,0.251389
bisturi190.txt,0,0.653516,0.450694,0.294531,0.298611
bisturi191.txt,0,0.664844,0.425694,0.345313,0.173611
bisturi192.txt,0,0.670313,0.36875,0.354688,0.118056
bisturi193.txt,0,0.664062,0.347222,0.323438,0.230556
bisturi194.txt,0,0.611719,0.442361,0.1875,0.426389
bisturi195.txt,0,0.590625,0.431944,0.065625,0.483333
bisturi196.txt,0,0.561328,0.429861,0.074219,0.484722
bisturi197.txt,0,0.544531,0.436806,0.16875,0.443056
bisturi198.txt,0,0.58125,0.470139,0.289062,0.315278
bisturi199.txt,0,0.603516,0.502083,0.366406,0.070833
bisturi2.txt,0,0.544531,0.447222,0.13125,0.458333
bisturi20.txt,0,0.585547,0.466667,0.202344,0.416667
bisturi200.txt,0,0.605859,0.55,0.346094,0.177778
bisturi201.txt,0,0.616406,0.574306,0.292188,0.309722
bisturi202.txt,0,0.630859,0.595139,0.219531,0.404167
bisturi203.txt,0,0.637891,0.501389,0.146094,0.452778
bisturi204.txt,0,0.654297,0.504861,0.064844,0.479167
bisturi205.txt,0,0.620313,0.472222,0.039062,0.488889
bisturi206.txt,0,0.603516,0.473611,0.082031,0.483333
bisturi207.txt,0,0.582422,0.480556,0.132031,0.461111
bisturi208.txt,0,0.557422,0.493056,0.194531,0.427778
bisturi209.txt,0,0.535937,0.514583,0.253125,0.373611
bisturi21.txt,0,0.695312,0.523611,0.045313,0.475
bisturi210.txt,0,0.599219,0.458333,0.335938,0.219444
bisturi211.txt,0,0.593359,0.492361,0.357031,0.145833
bisturi212.txt,0,0.589063,0.522917,0.36875,0.070833
bisturi213.txt,0,0.589844,0.544444,0.3625,0.1
bisturi214.txt,0,0.597656,0.584722,0.340625,0.197222
bisturi215.txt,0,0.614062,0.620833,0.296875,0.294444
bisturi216.txt,0,0.596875,0.552083,0.228125,0.3875
bisturi217.txt,0,0.616797,0.496528,0.077344,0.479167
bisturi218.txt,0,0.642578,0.497222,0.066406,0.475
bisturi219.txt,0,0.681641,0.48125,0.167969,0.434722
bisturi22.txt,0,0.544141,0.4375,0.041406,0.480556
bisturi220.txt,0,0.726172,0.436111,0.282031,0.311111
bisturi221.txt,0,0.745313,0.389583,0.33125,0.193056
bisturi222.txt,0,0.751953,0.340972,0.355469,0.068056
bisturi223.txt,0,0.712109,0.490278,0.357031,0.055556
bisturi224.txt,0,0.707031,0.445139,0.342187,0.173611
bisturi225.txt,0,0.698047,0.415972,0.317969,0.248611
bisturi226.txt,0,0.686328,0.392361,0.283594,0.309722
bisturi227.txt,0,0.664453,0.361111,0.228906,0.391667
bisturi228.txt,0,0.611328,0.443056,0.139844,0.458333
bisturi229.txt,0,0.598047,0.418056,0.041406,0.486111
bisturi23.txt,0,0.549219,0.435417,0.160938,0.445833
bisturi230.txt,0,0.578125,0.421528,0.089062,0.479167
bisturi231.txt,0,0.5625,0.425694,0.125,0.468056
bisturi232.txt,0,0.541016,0.435417,0.175781,0.440278
bisturi233.txt,0,0.580078,0.440278,0.294531,0.311111
bisturi234.txt,0,0.611328,0.444444,0.342969,0.191667
bisturi235.txt,0,0.600781,0.498611,0.364062,0.066667
bisturi236.txt,0,0.604688,0.538889,0.35625,0.133333
bisturi237.txt,0,0.614844,0.579861,0.329688,0.226389
bisturi238.txt,0,0.620703,0.520139,0.249219,0.370833
bisturi239.txt,0,0.653516,0.546528,0.167969,0.4375
bisturi24.txt,0,0.552344,0.433333,0.245312,0.372222
bisturi240.txt,0,0.689062,0.563889,0.08125,0.475
bisturi241.txt,0,0.607813,0.497222,0.134375,0.455556
bisturi242.txt,0,0.648047,0.466667,0.230469,0.383333
bisturi243.txt,0,0.671484,0.436806,0.286719,0.309722
bisturi244.txt,0,0.614062,0.471528,0.348437,0.154167
bisturi245.txt,0,0.619141,0.427083,0.363281,0.054167
bisturi246.txt,0,0.617188,0.403472,0.359375,0.106944
bisturi247.txt,0,0.632031,0.468056,0.328125,0.227778
bisturi248.txt,0,0.619922,0.440972,0.299219,0.298611
bisturi249.txt,0,0.601562,0.4125,0.248437,0.366667
bisturi25.txt,0,0.617188,0.457639,0.33125,0.223611
bisturi250.txt,0,0.582812,0.390972,0.203125,0.418056
bisturi251.txt,0,0.560547,0.453472,0.099219,0.476389
bisturi252.txt,0,0.575391,0.491667,0.038281,0.480556
bisturi253.txt,0,0.538672,0.500694,0.122656,0.456944
bisturi254.txt,0,0.510156,0.515972,0.195312,0.409722
bisturi255.txt,0,0.491797,0.536111,0.253906,0.355556
bisturi256.txt,0,0.472266,0.563889,0.292969,0.294444
bisturi257.txt,0,0.492188,0.524306,0.328125,0.209722
bisturi258.txt,0,0.509766,0.486111,0.350781,0.127778
bisturi259.txt,0,0.513281,0.406944,0.357812,0.061111
bisturi26.txt,0,0.618359,0.452083,0.352344,0.145833
bisturi260.txt,0,0.504687,0.35625,0.342187,0.168056
bisturi261.txt,0,0.484375,0.301389,0.295312,0.288889
bisturi262.txt,0,0.460156,0.279167,0.215625,0.394444
bisturi263.txt,0,0.436328,0.259028,0.158594,0.4375
bisturi264.txt,0,0.473047,0.379861,0.050781,0.473611
bisturi265.txt,0,0.457422,0.390972,0.144531,0.454167
bisturi266.txt,0,0.435937,0.410417,0.228125,0.381944
bisturi267.txt,0,0.424219,0.428472,0.2875,0.306944
bisturi268.txt,0,0.442969,0.384722,0.33125,0.202778
bisturi269.txt,0,0.452344,0.324306,0.3625,0.065278
bisturi27.txt,0,0.617969,0.441667,0.3625,0.055556
bisturi270.txt,0,0.451562,0.285417,0.351562,0.134722
bisturi271.txt,0,0.461719,0.333333,0.314063,0.255556
bisturi272.txt,0,0.489453,0.356944,0.241406,0.372222
bisturi273.txt,0,0.461328,0.334028,0.166406,0.434722
bisturi274.txt,0,0.443359,0.344444,0.127344,0.458333
bisturi275.txt,0,0.471094,0.451389,0.040625,0.480556
bisturi276.txt,0,0.463672,0.454861,0.122656,0.459722
bisturi277.txt,0,0.445703,0.464583,0.217969,0.395833
bisturi278.txt,0,0.414453,0.502778,0.289844,0.302778
bisturi279.txt,0,0.434375,0.449306,0.342187,0.179167
bisturi28.txt,0,0.614453,0.438194,0.347656,0.154167
bisturi280.txt,0,0.428125,0.496528,0.359375,0.059722
bisturi281.txt,0,0.435547,0.516667,0.344531,0.158333
bisturi282.txt,0,0.446484,0.54375,0.310156,0.259722
bisturi283.txt,0,0.458594,0.563194,0.2125,0.395833
bisturi284.txt,0,0.428906,0.530556,0.14375,0.447222
bisturi285.txt,0,0.394922,0.521528,0.067969,0.473611
bisturi286.txt,0,0.349219,0.518056,0.0625,0.480556
bisturi287.txt,0,0.360156,0.513194,0.179688,0.423611
bisturi288.txt,0,0.366406,0.506944,0.267188,0.338889
bisturi289.txt,0,0.372266,0.497917,0.322656,0.226389
bisturi29.txt,0,0.611328,0.443056,0.317969,0.255556
bisturi290.txt,0,0.378125,0.502778,0.359375,0.05
bisturi291.txt,0,0.391797,0.543056,0.344531,0.161111
bisturi292.txt,0,0.386328,0.521528,0.319531,0.243056
bisturi293.txt,0,0.373047,0.494444,0.271094,0.333333
bisturi294.txt,0,0.355078,0.475694,0.214844,0.398611
bisturi295.txt,0,0.336719,0.463889,0.125,0.458333
bisturi296.txt,0,0.454297,0.492361,0.046094,0.484722
bisturi297.txt,0,0.401953,0.568056,0.039844,0.483333
bisturi298.txt,0,0.398438,0.568056,0.1125,0.469444
bisturi299.txt,0,0.392578,0.576389,0.174219,0.436111
bisturi3.txt,0,0.548828,0.444444,0.216406,0.4
bisturi30.txt,0,0.617969,0.464583,0.273438,0.329167
bisturi300.txt,0,0.3875,0.580556,0.251563,0.366667
bisturi301.txt,0,0.390234,0.576389,0.321094,0.25
bisturi302.txt,0,0.388672,0.584028,0.352344,0.1375
bisturi303.txt,0,0.390234,0.576389,0.364844,0.052778
bisturi304.txt,0,0.3875,0.558333,0.351562,0.141667
bisturi305.txt,0,0.384766,0.551389,0.328906,0.222222
bisturi306.txt,0,0.382031,0.547917,0.29375,0.301389
bisturi307.txt,0,0.378906,0.543056,0.245312,0.369444
bisturi308.txt,0,0.373437,0.541667,0.179688,0.433333
bisturi309.txt,0,0.367188,0.542361,0.085938,0.476389
bisturi31.txt,0,0.598437,0.447222,0.207813,0.405556
bisturi310.txt,0,0.350391,0.542361,0.044531,0.481944
bisturi311.txt,0,0.346484,0.546528,0.125781,0.4625
bisturi312.txt,0,0.347266,0.547222,0.241406,0.377778
bisturi313.txt,0,0.356641,0.538889,0.341406,0.197222
bisturi314.txt,0,0.355078,0.525694,0.358594,0.098611
bisturi315.txt,0,0.381641,0.513889,0.360156,0.086111
bisturi316.txt,0,0.366797,0.445833,0.327344,0.233333
bisturi317.txt,0,0.346875,0.558333,0.246875,0.369444
bisturi318.txt,0,0.342969,0.551389,0.1875,0.427778
bisturi319.txt,0,0.320312,0.6,0.1375,0.458333
bisturi32.txt,0,0.601172,0.442361,0.149219,0.445833
bisturi320.txt,0,0.348047,0.663194,0.041406,0.481944
bisturi321.txt,0,0.345313,0.647222,0.1125,0.469444
bisturi322.txt,0,0.317969,0.665972,0.204688,0.409722
bisturi323.txt,0,0.359375,0.670139,0.289062,0.304167
bisturi324.txt,0,0.356641,0.672917,0.330469,0.229167
bisturi325.txt,0,0.366406,0.639583,0.31875,0.251389
bisturi326.txt,0,0.403125,0.647222,0.203125,0.408333
bisturi327.txt,0,0.419531,0.655556,0.057813,0.480556
bisturi328.txt,0,0.417969,0.652778,0.095312,0.469444
bisturi329.txt,0,0.430469,0.653472,0.203125,0.406944
bisturi33.txt,0,0.609375,0.434722,0.075,0.475
bisturi330.txt,0,0.434375,0.647222,0.284375,0.319444
bisturi331.txt,0,0.395312,0.620833,0.348437,0.155556
bisturi332.txt,0,0.399609,0.602083,0.358594,0.115278
bisturi333.txt,0,0.405078,0.615278,0.314844,0.261111
bisturi334.txt,0,0.404687,0.616667,0.260938,0.352778
bisturi335.txt,0,0.402344,0.616667,0.190625,0.422222
bisturi336.txt,0,0.39375,0.615278,0.103125,0.475
bisturi337.txt,0,0.438672,0.559028,0.057031,0.7125
bisturi338.txt,0,0.439844,0.549306,0.05625,0.7125
bisturi339.txt,0,0.392188,0.561806,0.160938,0.693056
bisturi34.txt,0,0.613281,0.444444,0.046875,0.477778
bisturi340.txt,0,0.466797,0.491667,0.374219,0.533333
bisturi341.txt,0,0.478516,0.479861,0.505469,0.276389
bisturi342.txt,0,0.475391,0.459028,0.535156,0.0875
bisturi343.txt,0,0.477734,0.475694,0.472656,0.370833
bisturi344.txt,0,0.475391,0.491667,0.305469,0.605556
bisturi345.txt,0,0.469141,0.463889,0.069531,0.711111
bisturi346.txt,0,0.491016,0.433333,0.303906,0.608333
bisturi347.txt,0,0.483203,0.41875,0.464844,0.3875
bisturi348.txt,0,0.499219,0.402778,0.534375,0.111111
bisturi349.txt,0,0.496875,0.425694,0.457812,0.404167
bisturi35.txt,0,0.598828,0.486111,0.107031,0.466667
bisturi350.txt,0,0.505859,0.454167,0.310156,0.6
bisturi351.txt,0,0.523438,0.481944,0.071875,0.713889
bisturi352.txt,0,0.523828,0.479167,0.275781,0.630556
bisturi353.txt,0,0.505078,0.490278,0.532031,0.155556
bisturi354.txt,0,0.498437,0.497222,0.460938,0.391667
bisturi355.txt,0,0.504297,0.48125,0.094531,0.7125
bisturi356.txt,0,0.478125,0.431944,0.357812,0.55
bisturi357.txt,0,0.466406,0.446528,0.535937,0.145833
bisturi358.txt,0,0.457422,0.450694,0.422656,0.470833
bisturi359.txt,0,0.442578,0.45625,0.052344,0.720833
bisturi36.txt,0,0.605469,0.433333,0.2125,0.4
bisturi360.txt,0,0.441797,0.454167,0.055469,0.713889
bisturi361.txt,0,0.477734,0.519444,0.042969,0.472222
bisturi362.txt,0,0.472656,0.509722,0.1625,0.433333
bisturi363.txt,0,0.459375,0.5125,0.278125,0.316667
bisturi364.txt,0,0.452734,0.534722,0.355469,0.088889
bisturi365.txt,0,0.450391,0.511806,0.344531,0.151389
bisturi366.txt,0,0.455469,0.518056,0.242188,0.369444
bisturi367.txt,0,0.442969,0.492361,0.040625,0.479167
bisturi368.txt,0,0.466016,0.478472,0.189844,0.418056
bisturi369.txt,0,0.473437,0.46875,0.292188,0.293056
bisturi37.txt,0,0.614453,0.415972,0.297656,0.2875
bisturi370.txt,0,0.480469,0.453472,0.348437,0.134722
bisturi371.txt,0,0.478516,0.513194,0.341406,0.165278
bisturi372.txt,0,0.479297,0.50625,0.355469,0.0625
bisturi373.txt,0,0.483984,0.522222,0.289844,0.302778
bisturi374.txt,0,0.474609,0.506944,0.207031,0.402778
bisturi375.txt,0,0.487109,0.511806,0.097656,0.468056
bisturi376.txt,0,0.194922,0.478472,0.039844,0.476389
bisturi377.txt,0,0.154297,0.488194,0.119531,0.468056
bisturi378.txt,0,0.187891,0.471528,0.196094,0.418056
bisturi379.txt,0,0.162109,0.483333,0.269531,0.341667
bisturi38.txt,0,0.615234,0.414583,0.335156,0.204167
bisturi380.txt,0,0.175391,0.51875,0.349219,0.126389
bisturi381.txt,0,0.182422,0.510417,0.336719,0.193056
bisturi382.txt,0,0.198437,0.495139,0.276563,0.326389
bisturi383.txt,0,0.178125,0.470833,0.1875,0.419444
bisturi384.txt,0,0.117188,0.459028,0.057813,0.481944
bisturi385.txt,0,0.055078,0.465972,0.082031,0.468056
bisturi386.txt,0,0.134766,0.502778,0.269531,0.338889
bisturi387.txt,0,0.208984,0.485417,0.333594,0.204167
bisturi388.txt,0,0.219141,0.511806,0.350781,0.131944
bisturi389.txt,0,0.210547,0.481944,0.325781,0.233333
bisturi39.txt,0,0.623828,0.390972,0.364844,0.054167
bisturi390.txt,0,0.205859,0.470833,0.274219,0.327778
bisturi391.txt,0,0.172266,0.445833,0.177344,0.433333
bisturi392.txt,0,0.783594,0.4875,0.035937,0.475
bisturi393.txt,0,0.807031,0.485417,0.1125,0.448611
bisturi394.txt,0,0.769922,0.504167,0.232031,0.363889
bisturi395.txt,0,0.728906,0.535417,0.284375,0.2875
bisturi396.txt,0,0.705859,0.497222,0.353906,0.066667
bisturi397.txt,0,0.710156,0.455556,0.304688,0.266667
bisturi398.txt,0,0.706641,0.422917,0.202344,0.401389
bisturi399.txt,0,0.706641,0.408333,0.042969,0.477778
bisturi4.txt,0,0.563672,0.434722,0.291406,0.305556
bisturi40.txt,0,0.616797,0.422222,0.328906,0.230556
bisturi400.txt,0,0.763281,0.411806,0.051562,0.468056
bisturi401.txt,0,0.767187,0.411806,0.06875,0.470833
bisturi402.txt,0,0.785156,0.402778,0.148438,0.433333
bisturi403.txt,0,0.771875,0.404167,0.228125,0.375
bisturi404.txt,0,0.724219,0.436111,0.334375,0.180556
bisturi405.txt,0,0.713281,0.434028,0.359375,0.051389
bisturi406.txt,0,0.713281,0.453472,0.320312,0.226389
bisturi407.txt,0,0.722656,0.469444,0.226562,0.375
bisturi408.txt,0,0.488672,0.499306,0.049219,0.473611
bisturi409.txt,0,0.451562,0.508333,0.1125,0.461111
bisturi41.txt,0,0.603906,0.457639,0.251563,0.359722
bisturi410.txt,0,0.404297,0.5375,0.219531,0.391667
bisturi411.txt,0,0.414844,0.536806,0.323438,0.231944
bisturi412.txt,0,0.414062,0.542361,0.353125,0.101389
bisturi413.txt,0,0.407031,0.564583,0.342187,0.176389
bisturi414.txt,0,0.411719,0.534722,0.257812,0.352778
bisturi415.txt,0,0.453516,0.647917,0.158594,0.434722
bisturi416.txt,0,0.546484,0.641667,0.041406,0.466667
bisturi417.txt,0,0.445312,0.573611,0.20625,0.413889
bisturi418.txt,0,0.357031,0.499306,0.3375,0.206944
bisturi419.txt,0,0.432031,0.4875,0.332812,0.205556
bisturi42.txt,0,0.594141,0.465972,0.178906,0.429167
bisturi420.txt,0,0.455469,0.482639,0.214062,0.401389
bisturi421.txt,0,0.842578,0.54375,0.044531,0.4625
bisturi422.txt,0,0.802734,0.536806,0.042969,0.476389
bisturi423.txt,0,0.762891,0.538194,0.130469,0.448611
bisturi424.txt,0,0.717578,0.540278,0.272656,0.322222
bisturi425.txt,0,0.70625,0.483333,0.307813,0.258333
bisturi426.txt,0,0.726562,0.484028,0.185937,0.415278
bisturi427.txt,0,0.690625,0.447222,0.0375,0.477778
bisturi428.txt,0,0.806641,0.473611,0.142969,0.436111
bisturi429.txt,0,0.788672,0.415278,0.296094,0.275
bisturi43.txt,0,0.58125,0.464583,0.123438,0.4625
bisturi430.txt,0,0.758594,0.4,0.35625,0.069444
bisturi431.txt,0,0.8,0.434722,0.271875,0.302778
bisturi432.txt,0,0.825781,0.415278,0.167187,0.419444
bisturi433.txt,0,0.856641,0.399306,0.119531,0.443056
bisturi434.txt,0,0.867188,0.450694,0.045313,0.470833
bisturi435.txt,0,0.675,0.230556,0.360938,0.061111
bisturi436.txt,0,0.592578,0.369444,0.357031,0.047222
bisturi437.txt,0,0.586328,0.445139,0.353906,0.051389
bisturi438.txt,0,0.585938,0.591667,0.357812,0.05
bisturi439.txt,0,0.638281,0.670139,0.353125,0.054167
bisturi44.txt,0,0.576172,0.452083,0.035156,0.481944
bisturi440.txt,0,0.649219,0.816667,0.354688,0.036111
bisturi441.txt,0,0.648828,0.819444,0.352344,0.05
bisturi442.txt,0,0.380078,0.838889,0.347656,0.05
bisturi443.txt,0,0.339844,0.740278,0.3375,0.180556
bisturi444.txt,0,0.422266,0.743056,0.332031,0.191667
bisturi445.txt,0,0.413672,0.665972,0.230469,0.381944
bisturi446.txt,0,0.155469,0.734028,0.20625,0.404167
bisturi447.txt,0,0.197266,0.675,0.099219,0.458333
bisturi448.txt,0,0.248047,0.649306,0.139844,0.454167
bisturi449.txt,0,0.24375,0.602778,0.357812,0.075
bisturi45.txt,0,0.569922,0.451389,0.158594,0.447222
bisturi450.txt,0,0.290234,0.732639,0.283594,0.309722
bisturi451.txt,0,0.339063,0.6375,0.0375,0.480556
bisturi452.txt,0,0.367969,0.577778,0.20625,0.405556
bisturi453.txt,0,0.36875,0.549306,0.35,0.1375
bisturi454.txt,0,0.470703,0.326389,0.321094,0.244444
bisturi455.txt,0,0.475781,0.3,0.3375,0.202778
bisturi456.txt,0,0.516406,0.284722,0.301562,0.272222
bisturi457.txt,0,0.646484,0.173611,0.310156,0.255556
bisturi458.txt,0,0.675391,0.124306,0.350781,0.104167
bisturi459.txt,0,0.853516,0.250694,0.163281,0.426389
bisturi46.txt,0,0.577344,0.461806,0.301562,0.279167
bisturi460.txt,0,0.776953,0.388889,0.144531,0.436111
bisturi461.txt,0,0.725781,0.3375,0.082813,0.472222
bisturi462.txt,0,0.666797,0.196528,0.336719,0.179167
bisturi463.txt,0,0.605078,0.15625,0.355469,0.076389
bisturi464.txt,0,0.588281,0.175694,0.321875,0.234722
bisturi465.txt,0,0.566016,0.1875,0.186719,0.372222
bisturi466.txt,0,0.475,0.280556,0.040625,0.477778
bisturi467.txt,0,0.541016,0.417361,0.283594,0.3125
bisturi468.txt,0,0.6,0.486111,0.357812,0.080556
bisturi469.txt,0,0.663281,0.666667,0.039062,0.472222
bisturi47.txt,0,0.595312,0.495139,0.326562,0.234722
bisturi470.txt,0,0.649219,0.41875,0.214062,0.398611
bisturi471.txt,0,0.547656,0.467361,0.278125,0.320833
bisturi472.txt,0,0.566797,0.488194,0.108594,0.4625
bisturi473.txt,0,0.550391,0.453472,0.355469,0.095833
bisturi474.txt,0,0.544531,0.436111,0.245312,0.366667
bisturi475.txt,0,0.397266,0.627778,0.349219,0.122222
bisturi476.txt,0,0.545703,0.3375,0.108594,0.463889
bisturi477.txt,0,0.500391,0.346528,0.191406,0.409722
bisturi478.txt,0,0.460547,0.422917,0.310156,0.276389
bisturi479.txt,0,0.424609,0.495139,0.358594,0.048611
bisturi48.txt,0,0.591797,0.503472,0.355469,0.126389
bisturi480.txt,0,0.436719,0.542361,0.2625,0.3375
bisturi481.txt,0,0.447656,0.622222,0.0375,0.477778
bisturi482.txt,0,0.419922,0.619444,0.124219,0.447222
bisturi483.txt,0,0.478906,0.659028,0.329688,0.215278
bisturi484.txt,0,0.466406,0.75625,0.3375,0.204167
bisturi485.txt,0,0.338281,0.220139,0.190625,0.418056
bisturi486.txt,0,0.183203,0.295139,0.308594,0.284722
bisturi487.txt,0,0.208984,0.250694,0.247656,0.379167
bisturi488.txt,0,0.186719,0.286806,0.29375,0.293056
bisturi489.txt,0,0.222266,0.497222,0.139844,0.444444
bisturi49.txt,0,0.598828,0.497917,0.358594,0.076389
bisturi490.txt,0,0.457812,0.2125,0.228125,0.386111
bisturi491.txt,0,0.478906,0.203472,0.360938,0.045833
bisturi492.txt,0,0.486719,0.163889,0.271875,0.325
bisturi493.txt,0,0.536328,0.23125,0.099219,0.4625
bisturi494.txt,0,0.590234,0.21875,0.141406,0.434722
bisturi495.txt,0,0.619531,0.189583,0.320312,0.243056
bisturi496.txt,0,0.702344,0.477778,0.353125,0.108333
bisturi497.txt,0,0.612891,0.588889,0.214844,0.388889
bisturi498.txt,0,0.502344,0.469444,0.098438,0.466667
bisturi499.txt,0,0.405469,0.2625,0.035937,0.483333
bisturi5.txt,0,0.585938,0.429861,0.340625,0.190278
bisturi50.txt,0,0.6,0.501389,0.335938,0.2
bisturi500.txt,0,0.522266,0.254861,0.036719,0.484722
bisturi501.txt,0,0.826563,0.519444,0.045313,0.472222
bisturi502.txt,0,0.800781,0.490278,0.1875,0.411111
bisturi503.txt,0,0.773047,0.534028,0.330469,0.201389
bisturi504.txt,0,0.746875,0.588194,0.351562,0.070833
bisturi505.txt,0,0.778906,0.575,0.321875,0.225
